Oceanus trail
1.7
1.634119262
1.515882509
1.483102068
1.425611187
1.299090806
1.188589002
1.058718749
0.985733063
0.917044472
0.811717421
0.74507303
0.676236963
0.608933703
0.422536651
0.35698089
0.255516693
0.158930931
0.104372694
0.005897646
0
